course_code,course_title,lecturer_id,room_id,day,period
BUD217,Special Topics in BUD,LECTURER_BUD_4,R-DEFAULT-1,0,0
BUD217,Special Topics in BUD,LECTURER_BUD_4,R-DEFAULT-1,1,0
BLD412,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,0,3
BLD412,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,1,3
BLD115,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,0,0
BLD115,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,1,0
MCB214,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,0,1
MCB214,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,1,1
MCB417,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,0,3
MCB231,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,0,2
MCB231,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,1,2
MCB331,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,0,0
MCB331,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,1,0
BLD517,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,0,3
BLD517,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,1,3
BLD518,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,0,0
BLD518,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,1,0
BLD519,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,0,4
BLD519,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,1,4
CIT213,Special Topics in CIT,LECTURER_CIT_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CIT213,Special Topics in CIT,LECTURER_CIT_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
FAA112,Special Topics in FAA,LECTURER_FAA_2,R-DEFAULT-1,0,1
FAA112,Special Topics in FAA,LECTURER_FAA_2,R-DEFAULT-1,1,1
FAA113,Special Topics in FAA,LECTURER_FAA_3,R-DEFAULT-1,0,2
FAA113,Special Topics in FAA,LECTURER_FAA_3,R-DEFAULT-1,1,2
FAA113,Special Topics in FAA,LECTURER_FAA_3,R-DEFAULT-1,2,2
ARC234,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,0,0
ARC234,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,1,0
ARC234,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,2,0
ARC234,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,3,0
ARC234,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,4,0
ARC236,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,4,2
ARC236,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,0,2
ARC232,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-3,4,4
ARC232,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-3,4,5
ARC331,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,0,4
ARC331,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,1,4
ARC331,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,2,4
ARC312,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,0,1
ARC312,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,1,0
ARC335,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,0,3
ARC335,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,1,2
ARC415,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,0,3
ARC415,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,1,2
ARC411,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,3,2
ARC411,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,4,2
ARC411,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-2,0,0
BCH357,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,0,3
BCH357,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,1,2
BCH433,Special Topics in BCH,LECTURER_BCH_2,R-DEFAULT-1,2,1
BCH433,Special Topics in BCH,LECTURER_BCH_2,R-DEFAULT-1,3,0
BCH317,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,0,5
BCH317,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,1,4
BCH214,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,0,1
BCH214,Special Topics in BCH,LECTURER_BCH_1,R-DEFAULT-1,1,1
BIO311,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,0,3
BIO311,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,1,3
BIO338,Special Topics in BIO,LECTURER_BIO_2,R-DEFAULT-1,0,2
BIO338,Special Topics in BIO,LECTURER_BIO_2,R-DEFAULT-1,1,2
BIO419,Special Topics in BIO,LECTURER_BIO_4,R-DEFAULT-1,0,2
BIO419,Special Topics in BIO,LECTURER_BIO_4,R-DEFAULT-1,1,2
BIO332,Special Topics in BIO,LECTURER_BIO_4,R-DEFAULT-1,0,1
